100000 500000
73023 40927 1
95571 57087 13
14089 55274 18
42687 84285 13
7191 13992 1
35505 44405 13
33289 14407 14
15411 43984 12
55145 58581 3
64444 18633 18
64264 9957 1
69894 88616 9
93175 41679 17
55513 33775 14
64523 64415 13
78372 30261 10
20726 98839 19
50573 93436 8
18423 18262 12
88084 39843 1
98804 84014 3
96850 5364 6
72033 6553 2
47658 37288 10
20759 74569 10
19320 64038 18
70462 64508 4
77930 21361 12
78962 88513 14
17535 55445 15
64656 5749 17
69777 28769 3
95030 55254 4
37819 48315 14
34004 91886 5
34596 69646 11
25098 25644 2
19730 9144 15
13703 96447 5
1346 76267 18
25986 32019 20
76794 1909 9
73964 50641 12
46111 12635 10
14994 8220 17
29753 83884 15
95642 56544 17
17838 37550 10
38827 82764 18
56376 3013 18
28914 5108 12
80401 98886 6
98119 66027 5
85131 52287 3
60281 41213 17
20828 4333 12
1907 45997 14
39803 16633 6
49743 8699 9
5377 48065 13
86591 22806 20
22203 85834 3
7550 76756 11
28294 94891 17
34612 694 16
22115 57815 2
86112 12579 3
78848 84785 12
9123 96654 5
9699 10964 11
71245 9570 19
68376 19144 13
2350 45042 13
85037 27529 12
33460 6755 8
11840 51425 9
85513 78934 7
4557 3212 2
23676 22289 11
49221 76053 6
20466 49571 11
69296 5061 16
44084 20773 6
95950 74502 9
17554 25979 3
34755 85263 16
16549 67783 7
73098 24867 13
26407 27085 17
57374 83867 18
51504 73949 1
76867 31547 11
25935 97821 14
3008 57069 4
16396 52032 4
77273 32290 4
42876 2666 19
88178 46742 10
56747 74538 17
75506 68373 8
33121 2536 2
67464 70603 11
47442 92192 11
8629 13233 5
73760 44051 11
3825 6006 5
81097 88532 3
35358 50491 17
4281 16579 20
79933 91788 8
42019 33443 12
60356 5827 4
27977 94146 12
37338 54725 5
26649 88187 11
52240 42139 10
25998 98739 2
47972 42697 18
64996 38438 13
94270 58636 18
85444 18791 8
76475 57832 16
23447 17970 8
35030 27940 13
63860 43149 16
15478 55571 12
84314 18056 2
27319 14464 7
35501 60259 2
92561 9513 1
36157 18439 3
96606 17793 3
39416 93691 10
98926 66807 11
33050 46948 15
53277 79913 13
38712 85794 5
72360 85232 14
49761 78035 2
11431 43618 18
19372 44040 12
27152 88830 19
66596 14224 12
60408 87378 20
41464 65426 7
58873 4739 9
11985 78023 8
74097 65747 6
64400 80109 17
49983 7011 20
99561 84489 3
30049 40317 15
13200 61737 3
25085 34238 19
41252 15480 6
85034 53825 7
59087 80103 8
75170 51319 17
79005 79630 18
42853 26318 6
61185 2428 15
83764 51286 4
99383 59540 15
36281 52594 4
66050 30045 2
84141 77955 8
13 39529 9
59550 17382 10
35365 25173 1
70782 48081 18
6255 32397 6
71836 52641 5
29272 92266 4
2086 32338 3
25486 70562 7
17342 19651 2
31418 73019 20
15299 87027 13
56323 21848 11
56906 65568 17
76872 917 20
71788 70143 17
6830 95879 10
66018 85832 11
1536 16491 16
29255 98571 2
574 36260 3
3944 40642 8
57463 93343 8
68193 69478 19
13983 13897 2
7878 38993 5
31322 5044 11
62733 4205 14
90034 84224 10
86276 53269 11
46022 82040 11
13125 20304 7
89256 98526 18
10122 4037 8
69528 45648 17
52274 58304 10
32488 27614 17
5501 57613 20
67161 73326 1
87842 68968 2
23241 75257 13
17500 34167 16
7345 76593 20
65817 8784 8
96025 22799 1
99965 43166 18
33009 36975 3
52025 91722 8
55123 82790 1
74337 21706 7
94161 57695 20
72252 87710 6
20937 97256 1
6903 23587 20
6359 11535 17
33893 97676 20
23248 85924 17
57135 73619 11
71830 71760 15
5014 7388 5
11808 45679 1
7847 70658 19
62902 68733 6
8332 69075 5
45653 78159 18
58179 56695 19
24931 87515 17
26907 45686 10
61119 23241 8
34629 45872 19
47707 31184 12
14022 68407 20
85973 13890 11
48751 54215 19
12471 48538 2
35402 29589 6
69764 43485 17
91346 85998 10
51770 14368 8
78328 86892 8
87352 68560 10
46725 85214 4
96437 54161 14
6799 16220 3
3906 64134 3
52222 32773 11
41093 26938 10
10194 97450 9
17053 95086 5
91854 78092 13
77293 58016 15
22517 46733 3
26518 9900 11
3799 7351 18
63088 33185 8
4247 69989 11
31980 18005 10
45183 20693 7
26507 75083 16
71993 1136 1
4190 37704 19
24307 62489 9
49946 90321 18
17339 44962 15
55553 7835 2
37653 82917 4
82551 84852 13
70271 2303 1
84015 81724 10
34678 96550 10
8178 69499 10
9714 62125 3
23409 40020 4
73391 2859 9
96665 26484 17
67019 16949 20
69975 42883 7
80525 55339 1
52881 29676 15
37612 97658 5
51136 90148 10
47959 67279 15
67917 76366 1
5853 12490 16
14032 192 19
27580 59402 2
52656 34127 17
10136 25620 10
33073 31810 5
51127 46341 5
72712 23468 8
16144 38383 4
77712 28182 4
52981 26541 18
7330 86856 20
76083 96850 4
13140 60325 18
15669 22475 16
49635 24785 16
3641 4179 15
71458 91790 5
40037 68894 14
42381 72373 18
19876 61495 20
77752 71308 17
34582 28033 11
85761 80707 14
58680 27860 20
52643 92925 3
91041 81882 20
60235 11346 20
87982 98495 14
74116 26872 12
84754 54807 17
25956 29066 18
21966 70366 10
18483 33907 1
72605 22394 14
67997 94799 19
46977 80089 14
14158 25072 2
56969 74988 20
94027 62039 8
40701 76420 2
48094 81086 14
60739 24652 19
77085 68251 16
92392 73935 6
37028 44436 5
65621 28633 14
23608 26002 8
74065 80517 9
22075 46350 15
84119 52890 8
81132 31519 6
69319 37301 11
10740 81575 18
91987 68353 17
75979 44534 7
62164 57353 6
91030 8501 17
63961 8368 8
43313 73368 15
59685 27050 9
34457 95828 6
95103 67492 12
21180 75116 13
7645 4005 2
83506 45833 19
96263 96271 13
34953 79161 20
44025 35606 14
54696 245 7
62373 49917 17
21644 42522 3
80338 75261 8
43543 31601 16
97723 27795 19
23976 51932 16
41059 93722 15
46904 49771 2
56223 9627 19
66435 35532 3
57564 40902 17
4980 21373 18
50470 472 2
64068 73299 2
49882 27982 8
15588 32819 3
88773 758 15
8574 80522 18
39284 28545 14
31411 3677 1
62175 82476 18
49225 26934 9
76803 96576 17
2702 54842 8
82817 51477 7
67360 43098 3
73329 25668 18
9177 71864 16
68273 50052 17
1245 96022 3
21972 81223 7
20740 47681 17
35113 91436 4
65629 15120 15
60010 1480 16
22254 61631 15
9909 63679 14
23473 22996 6
74427 18101 12
48122 55891 9
31577 42018 16
70896 65703 4
11193 79605 3
10084 81920 10
38134 70014 2
53502 9324 15
41033 55341 12
36861 99758 10
13580 24258 7
65492 90711 8
50627 92612 16
45325 54635 11
12242 10019 2
9903 2204 1
96307 67954 1
78580 12796 13
86121 81480 5
88535 68774 16
85542 14129 19
40887 45589 17
90223 42973 7
95106 30396 7
13098 6576 4
3431 88518 1
42821 11759 11
84200 88362 9
40378 38916 1
58582 20587 2
71089 44681 13
25414 3588 18
32907 75845 10
32137 44264 2
72014 34548 15
59216 39995 10
2086 63077 10
66995 72601 11
82433 90854 3
56833 68961 14
16467 51441 18
31043 89807 10
93667 83348 13
66646 94224 16
24559 3021 16
52608 59688 19
21126 58395 4
87658 9353 11
97597 31935 12
72063 25030 3
56680 14763 17
64232 40475 5
81319 4621 10
63321 99223 17
89455 5662 7
50143 7423 17
23792 81484 13
80825 30302 10
76960 93610 19
9369 34531 3
94443 57872 16
74404 48059 16
25132 37610 6
27378 34996 9
20057 60615 9
12423 50870 9
94200 5065 1
47054 68147 14
15603 49982 14
12105 34186 13
93061 64585 3
18141 97457 7
51166 77007 8
75003 26038 18
92010 16090 5
59634 43567 10
57296 87165 18
86225 9188 7
13736 3403 11
60082 15909 18
39103 7583 6
58456 58044 5
82411 41931 15
8113 12986 18
49293 83334 4
60591 23992 19
60764 79398 12
40039 22949 11
99649 9487 2
14028 85260 12
88159 50112 2
81062 76509 13
7672 9329 12
21269 97530 9
95264 66440 1
25288 78051 2
29440 82510 12
99218 17274 7
52878 88589 14
53582 68716 11
46404 77411 20
77926 88062 5
85651 73627 12
13086 44697 17
22541 65970 11
24075 88880 19
29131 87896 10
70526 68686 16
90667 37980 12
52612 48914 10
32155 13989 5
93901 85402 5
83149 43302 8
45791 79545 14
34719 64816 5
43705 66536 11
83281 24756 17
40833 81429 1
97953 43914 19
82436 31606 2
19348 16337 19
84711 75605 12
18682 40629 16
36219 56797 18
62647 27269 16
87638 88448 12
9435 74436 10
2571 35365 10
50928 20191 14
85278 76849 3
35654 49833 20
70905 83260 9
66917 40211 4
42399 78608 9
76651 76741 13
27909 86026 6
4046 48948 7
38709 39228 15
78693 89792 19
50278 58716 18
67052 59385 5
15823 60675 8
68854 59651 8
34459 25839 12
5180 89896 15
47085 18128 18
72719 37511 14
98809 67221 2
21393 61799 14
41000 10235 7
63516 38349 19
23833 12692 9
62706 91815 9
50628 98227 10
23630 43747 15
53610 28538 5
11226 96204 15
1577 51215 15
9826 14765 6
98413 64273 9
29133 71046 4
74131 51657 12
49599 22363 1
2450 88509 4
35986 19824 12
57490 50868 15
83296 94013 9
10868 98485 9
24836 93259 16
47772 32343 20
52982 48495 7
53931 63530 15
69261 87704 20
83724 30370 9
93663 21838 2
71216 88317 6
48381 92200 10
16091 36090 16
59852 41606 16
30914 24950 2
66233 30150 1
58457 74824 10
8492 36294 17
7126 78290 1
41457 83911 6
78984 9235 11
90383 20501 13
25060 4539 20
11510 900 4
52470 41431 1
53194 22639 15
74165 12926 7
8783 30927 8
20485 11546 13
86257 34208 3
89158 78580 20
95323 13121 11
75121 34001 13
94943 16708 16
7808 66355 1
69709 40790 13
65631 24063 12
88661 9295 17
52685 59413 4
78387 22420 6
62348 44228 7
48570 18966 10
82104 31844 20
75209 83362 10
77934 98207 11
24968 69643 17
78078 12047 18
66914 33435 12
83357 27973 12
65013 50698 12
8517 40655 11
11152 82219 5
67453 5589 4
14868 93271 18
35610 31187 12
18675 49324 16
42042 15997 12
12521 18918 6
68309 79581 10
1533 16764 18
8851 4407 3
22617 63634 20
39285 29729 8
92356 24519 16
12274 18526 5
83736 93688 19
37587 18735 12
57051 62304 7
71921 78615 3
61233 13729 4
45270 90836 13
80966 12169 11
47051 6433 18
3248 13510 17
10509 19821 19
57535 90929 12
83185 42675 7
47706 96545 13
31096 89124 16
55615 7157 20
90103 78836 13
62836 25754 6
97714 32081 5
59609 62541 10
66085 40264 4
16727 40887 2
96581 37295 8
53618 41444 8
58906 25032 17
59597 56631 12
56880 67435 8
88656 79954 15
11408 29765 18
39423 4147 7
66769 16817 19
83165 68135 3
45795 26579 2
68062 97513 13
8819 39745 14
70378 2252 6
10520 49038 18
5548 91213 8
74299 86134 17
45020 80186 9
57986 74211 10
91793 5739 8
89224 63784 8
70794 48901 6
45255 36704 3
46442 8107 18
9726 80997 18
24112 7887 17
23638 77274 18
23104 33779 4
61804 68849 20
7326 74721 9
5023 91573 16
25567 30886 16
17200 37165 6
97525 99415 18
26291 35720 10
16338 77997 17
35462 98157 12
93511 21614 12
64081 54543 3
35600 86037 11
46948 52834 1
31694 30529 9
18632 75336 17
84897 75896 3
29474 98025 13
81348 34818 8
11133 36743 15
35905 44209 11
31376 14719 15
39133 70922 20
78795 96129 4
93414 93159 20
97445 45684 1
7089 97243 5
98869 56824 8
91669 73422 15
65131 29603 9
51817 32222 9
13735 31419 7
60380 38262 20
12486 2503 14
35946 9695 2
69720 73956 5
37221 55564 9
23113 49125 16
83799 74065 19
36480 38462 19
12046 39080 1
8914 82827 8
66015 94646 7
33724 27581 8
59127 65730 17
13071 70925 16
44506 94549 18
30065 28861 19
94423 49671 5
98821 69348 2
12568 44087 6
55148 73331 20
3053 95666 6
88409 4589 10
8159 34436 4
44111 46049 8
78310 61987 3
65450 88416 4
83826 29556 5
60607 82099 18
83271 52983 11
67041 88469 20
53025 60268 16
91108 51068 20
55089 66452 20
73886 18970 19
4021 32308 11
40018 95122 6
14704 11793 11
32065 32912 8
73389 44474 4
1186 21766 11
86970 29090 18
67838 45627 10
63645 12213 16
11114 66889 18
143 33206 6
84720 49508 8
87003 21388 17
50759 81575 7
42345 57019 5
65282 33762 18
10563 52620 8
22457 53391 10
75496 51645 15
82288 11799 20
50364 65950 2
64732 69920 5
85939 27383 2
39277 5254 8
12566 44148 1
8872 35521 1
56724 78301 17
44160 79157 10
95048 24830 13
52482 66550 11
61796 56041 15
75705 47717 17
68867 8249 14
71643 10304 17
64868 97998 19
96012 92032 4
32014 26302 3
64296 93176 17
96362 26863 5
82883 56040 16
57190 18290 11
85142 49357 3
61835 19943 15
5614 96938 1
47219 50200 1
51075 99295 19
76111 81377 11
61326 82308 17
81236 59727 6
84958 84838 11
7216 40480 5
55089 46184 6
43040 49981 19
44394 55177 20
77713 34955 16
88132 95183 6
98928 30376 10
90943 12920 6
388 83959 5
57609 45510 6
90250 31723 15
38646 98275 17
47809 70874 13
75741 1297 18
97418 35268 10
60360 74657 10
48990 18227 1
98113 44418 6
85180 87433 17
6775 24364 4
94726 58190 8
4824 58024 3
42105 16640 3
31278 95988 13
32519 22094 9
35938 28380 1
62602 1595 16
80762 76198 8
25317 70189 4
59790 2532 3
14475 93284 8
32340 39562 9
67055 9490 5
50606 44904 20
77062 17465 19
87897 36492 8
60364 36404 19
30917 49646 6
66382 16314 14
32067 72529 18
41857 58747 15
16958 80112 7
6796 76164 18
93609 29855 7
64678 49020 9
44070 18372 10
34738 23900 17
57307 99766 19
21758 37517 4
25138 64596 4
45996 87706 6
56999 64611 3
3126 81882 20
37796 86069 20
31773 34191 2
37477 29611 16
31157 184 20
29343 96176 3
4537 70148 17
23088 93791 7
5950 99578 2
50645 17631 19
60251 46184 19
25141 53351 20
63665 71813 6
25309 32576 18
33797 75269 10
19851 65547 2
72852 67640 2
9501 40875 6
76582 60012 18
49100 51265 1
13682 32118 7
37851 13380 4
15977 444 14
7253 76263 19
20873 25766 15
1389 3740 8
19285 60198 10
2144 72965 3
94535 70581 6
52512 3298 20
53335 52180 18
47431 70083 6
31926 59414 10
99691 90099 11
23833 62733 11
75516 72514 16
51025 32175 13
30410 42378 16
66328 37589 2
38026 79835 18
28940 88290 18
72848 93195 9
68264 12476 16
69091 76477 16
37611 47878 15
9537 36853 17
33981 38756 6
98575 18642 5
88337 97458 16
98439 96213 9
68567 64025 12
32503 49253 17
59360 28672 2
58256 48964 18
91877 97042 17
10576 1444 11
0 92467 18
70280 76824 13
32862 53096 9
87305 25084 13
39258 38700 8
42016 12368 8
30278 58717 18
1224 69443 2
54922 76553 9
22672 72053 10
18818 1306 14
65650 17898 9
95869 23034 19
2667 73862 13
1749 50913 16
95766 89650 5
45090 75466 12
55419 3167 18
10017 85911 10
98780 73244 20
27606 21148 4
5809 77768 7
36214 18624 6
93811 26522 20
21789 81169 11
97842 97650 20
59551 29011 16
97686 96192 7
17194 85598 6
42625 30662 8
42440 5920 4
85175 90345 14
73024 65011 19
78285 5100 8
23260 95994 17
11670 84279 18
8598 86561 19
49023 74227 4
27738 98960 16
60419 10592 11
54655 15638 9
67155 79009 13
44345 56534 11
87014 36729 12
37770 84329 11
19834 60630 11
2256 26457 8
13926 65624 19
62828 24374 8
99465 31345 11
15119 7973 5
77748 29860 11
40819 94334 3
74791 97662 8
12529 22337 3
58671 37477 17
7381 73705 20
88139 57035 10
146 62131 7
4265 36393 2
92832 4320 18
51563 79461 14
53038 9192 7
17389 67807 12
66312 630 11
97911 5047 5
11208 23974 16
25704 20727 16
3073 6200 5
70090 7665 15
29570 42987 6
1908 80674 8
72907 60052 13
58134 84803 20
49743 12730 19
65211 10108 7
29010 50237 15
53665 95962 9
14794 68844 4
81144 33427 8
76282 9389 8
58000 81480 13
30400 8348 12
6967 36735 6
75782 21453 17
34802 48249 8
50743 16687 15
30138 5978 14
46256 50128 2
27006 17566 12
86128 31799 11
23883 48537 4
67986 8469 13
92453 25815 11
14713 7091 8
2037 46118 19
92799 21802 9
25306 15532 1
43741 17034 8
70363 13792 5
32313 8365 1
30811 50918 4
94814 28169 1
81490 78759 8
1362 26386 9
22690 88129 20
16766 4007 17
72380 34202 13
23478 45234 5
18820 62067 8
38983 74482 19
7280 63648 2
24284 53740 9
89234 85262 17
61747 81330 18
87589 73078 19
84681 47487 10
13747 34215 13
4501 78540 11
3911 49819 18
75674 36267 19
18347 63389 3
11320 34322 15
92708 92826 18
17341 61853 3
58828 52310 6
62640 19943 9
94677 14413 9
15572 24892 14
48876 28107 14
35827 91156 19
80706 73272 11
49751 406 9
33930 21078 8
94459 63823 12
51696 80357 11
7032 32692 12
62505 74481 19
28599 85315 13
53117 14596 4
16838 11178 8
20135 38865 11
29573 4394 20
86334 17841 14
93311 15773 10
65732 35614 2
7930 58961 8
50000 68754 12
32834 28031 4
60222 48000 16
60109 16757 2
58703 3471 9
69555 89526 15
89046 43997 16
462 29890 3
8055 41706 1
84627 70534 19
15019 58335 15
57654 64706 1
86854 91985 11
39833 92821 11
66937 87038 3
64803 65020 20
58785 27711 8
22154 80596 3
62190 67152 6
33791 32792 4
65788 84627 7
96654 73446 8
41694 70657 2
41830 42682 17
8057 61297 6
81924 3897 20
29426 56419 13
36751 83409 11
16784 3443 18
70275 89511 6
13071 95208 17
22353 34261 1
61854 14273 18
93139 90519 2
85101 28440 16
76917 41147 17
48632 53327 15
268 18653 15
51970 35629 18
65280 32911 16
9779 5116 1
64660 59681 2
51457 34143 10
85831 64364 3
82511 98589 3
45730 10583 3
52792 22551 4
90232 56885 8
41220 23884 1
85115 35776 5
76964 17115 13
15683 30999 2
8275 89778 4
4980 22873 4
33144 9831 4
20246 40850 17
90602 18683 3
28907 61684 13
75562 77494 5
10541 67107 2
47223 94076 17
27531 71134 12
83291 32691 8
33494 58409 7
16242 64232 2
27405 99505 8
16369 55856 9
40134 86783 2
21066 95210 8
13270 96178 16
35374 3864 15
66282 79025 17
88666 46239 6
218 20685 4
82883 49551 9
6021 63527 13
16939 66457 20
8939 99233 7
93681 40310 13
30800 44333 8
953 89483 18
909 45867 5
81735 11437 16
47616 16663 9
93282 13867 4
36090 99501 14
32707 10504 1
2664 7300 5
12445 99936 6
10160 8115 10
81268 80837 2
34545 8117 17
67595 34232 20
73003 12425 13
9515 4895 10
88155 89305 3
79357 13237 7
17017 93638 15
24176 27087 9
63046 45505 15
98992 6313 17
28674 9646 4
39668 66387 2
94035 15720 13
68866 99473 5
80553 96092 13
13352 42925 6
72482 21213 19
14001 5928 12
68257 60450 6
94756 92160 15
26335 5369 15
33263 23496 2
23652 49492 12
30191 40406 5
49159 76295 10
67560 87808 7
79609 81075 4
35731 96416 4
45611 87526 13
11421 4351 3
76551 76094 13
9634 82124 5
68354 59126 14
86748 80935 7
83252 11730 8
66540 6607 11
55784 3687 18
2984 97729 11
92118 67226 3
54208 7519 20
96398 69205 2
32833 71565 20
17401 71118 7
26661 97992 16
53211 76243 12
57572 6169 18
94264 6130 20
59048 87202 14
